ticket_id,summary,description,status,assignee,created_at,category,priority
TKT-0422,Unable to access intranet,User reports they cannot access the internal bank portal.,Closed,Diana,2025-04-09T21:04:18.927315,User Support,High
TKT-0423,Cannot connect to shared drive,Shared drive not visible under network locations.,Closed,Bob,2025-04-09T21:04:18.929827,User Support,Medium
TKT-0424,Password reset required,User forgot their password and is locked out of their account.,Closed,Charlie,2025-04-09T21:04:18.932828,Security,Medium
TKT-0425,Install antivirus software,Antivirus software missing on workstation.,Closed,Vivek,2025-04-09T21:04:18.935332,System Performance,Critical
TKT-0426,Printer not working on 3rd floor,Printer on 3rd floor throws paper jam error frequently.,Closed,Charlie,2025-04-09T21:04:18.937337,Hardware,High
TKT-0427,New employee onboarding setup,New employee joining on Monday requires system setup.,Closed,Paul,2025-04-09T21:04:18.940850,System Performance,Low
TKT-0428,Unable to access intranet,User reports they cannot access the internal bank portal.,Closed,Paul,2025-04-09T21:04:18.942850,Network Issue,High
TKT-0429,Cannot connect to shared drive,Shared drive not visible under network locations.,Closed,Fernando,2025-04-09T21:04:18.945354,Security,High
TKT-0430,Cannot connect to shared drive,Shared drive not visible under network locations.,Closed,Eric,2025-04-09T21:04:18.948864,Monitoring,Medium
TKT-0431,Account locked after failed attempts,User account locked due to multiple failed login attempts.,Closed,Charlie,2025-04-09T21:04:18.950939,Software Issue,High
TKT-0432,Laptop overheating frequently,Laptop CPU temperatures exceed 90°C while idle.,Closed,Charlie,2025-04-09T21:04:18.954524,System Performance,Critical
TKT-0433,Cannot connect to shared drive,Shared drive not visible under network locations.,Closed,Charlie,2025-04-09T21:04:18.956596,Security,Low
TKT-0434,Request for admin privileges,User requests temporary admin access to install software.,Closed,Bob,2025-04-09T21:04:18.959529,Software Issue,Medium
TKT-0435,Request for admin privileges,User requests temporary admin access to install software.,Closed,Charlie,2025-04-09T21:04:18.961536,Email,Medium
TKT-0436,VPN connection timeout,VPN disconnects after 5 minutes of use.,Closed,Charlie,2025-04-09T21:04:18.964529,Security,Low
TKT-0437,System slowness during login,Multiple users report slow login times in the morning.,Closed,Alice,2025-04-09T21:04:18.967870,Network Issue,Medium
TKT-0438,Blue screen error on startup,User encounters BSOD during startup with error 0x0000007B.,Closed,Conor,2025-04-09T21:04:18.969876,Monitoring,Medium
TKT-0439,Request for admin privileges,User requests temporary admin access to install software.,Closed,Conor,2025-04-09T21:04:18.972870,Hardware,Low
TKT-0440,Printer not working on 3rd floor,Printer on 3rd floor throws paper jam error frequently.,Closed,Eric,2025-04-09T21:04:18.974877,Monitoring,Low
TKT-0441,Blue screen error on startup,User encounters BSOD during startup with error 0x0000007B.,Closed,Vivek,2025-04-09T21:04:18.977193,Software,High
TKT-0442,Request for admin privileges,User requests temporary admin access to install software.,Closed,Conor,2025-04-09T21:04:18.980745,Printing,High
TKT-0443,Cannot connect to shared drive,Shared drive not visible under network locations.,Closed,Bob,2025-04-09T21:04:18.982739,Security,High
TKT-0444,Monitor not detecting input,Monitor screen remains black despite power supply.,Closed,Fernando,2025-04-09T21:04:18.985256,Software Issue,Critical
TKT-0445,Monitor not detecting input,Monitor screen remains black despite power supply.,Closed,Paul,2025-04-09T21:04:18.987254,Access Management,Critical
TKT-0446,Password reset required,User forgot their password and is locked out of their account.,Closed,Alice,2025-04-09T21:04:18.990780,Security,Medium
TKT-0447,Outlook not syncing emails,Emails are not syncing across desktop and mobile devices.,Closed,Diana,2025-04-09T21:04:18.993787,Email,High
TKT-0448,Unable to access intranet,User reports they cannot access the internal bank portal.,Closed,Eric,2025-04-09T21:04:18.996105,Hardware,Low
TKT-0449,Install antivirus software,Antivirus software missing on workstation.,Closed,Diana,2025-04-09T21:04:18.998608,Monitoring,Medium
TKT-0450,Software update failure,Update failed with error code 0x800f0831 on several machines.,Closed,Fernando,2025-04-09T21:04:19.001616,User Support,High
TKT-0451,Outlook not syncing emails,Emails are not syncing across desktop and mobile devices.,Closed,Bob,2025-04-09T21:04:19.003623,Security,Critical
TKT-0452,New employee onboarding setup,New employee joining on Monday requires system setup.,Closed,Alice,2025-04-09T21:04:19.006954,Printing,High
TKT-0453,Access request for finance folder,Need read-only access to finance folder for audit purposes.,Closed,Conor,2025-04-09T21:04:19.009477,Security,Medium
TKT-0454,Install antivirus software,Antivirus software missing on workstation.,Closed,Alice,2025-04-09T21:04:19.012489,System Performance,Critical
TKT-0455,Blue screen error on startup,User encounters BSOD during startup with error 0x0000007B.,Closed,Fernando,2025-04-09T21:04:19.014485,Access Management,Medium
TKT-0456,New employee onboarding setup,New employee joining on Monday requires system setup.,Closed,Conor,2025-04-09T21:04:19.017553,Network Issue,Critical
TKT-0457,Unable to access intranet,User reports they cannot access the internal bank portal.,Closed,Fernando,2025-04-09T21:04:19.020543,Software,High
TKT-0458,Access request for finance folder,Need read-only access to finance folder for audit purposes.,Closed,Conor,2025-04-09T21:04:19.023555,Printing,High
TKT-0459,Request for admin privileges,User requests temporary admin access to install software.,Closed,Eric,2025-04-09T21:04:19.026070,Security,High
TKT-0460,Outlook not syncing emails,Emails are not syncing across desktop and mobile devices.,Closed,Paul,2025-04-09T21:04:19.028599,Hardware,Critical
TKT-0461,Cannot connect to shared drive,Shared drive not visible under network locations.,Closed,Fernando,2025-04-09T21:04:19.031615,Security,Low
TKT-0462,Outlook not syncing emails,Emails are not syncing across desktop and mobile devices.,Closed,Eric,2025-04-09T21:04:19.034616,Network Issue,Critical
TKT-0463,Blue screen error on startup,User encounters BSOD during startup with error 0x0000007B.,Closed,Diana,2025-04-09T21:04:19.037135,Printing,Medium
TKT-0464,New employee onboarding setup,New employee joining on Monday requires system setup.,Closed,Conor,2025-04-09T21:04:19.039668,Network Issue,Low
TKT-0465,System slowness during login,Multiple users report slow login times in the morning.,Closed,Eric,2025-04-09T21:04:19.042666,Monitoring,High
TKT-0466,Password reset required,User forgot their password and is locked out of their account.,Closed,Alice,2025-04-09T21:04:19.046177,Network Issue,High
TKT-0467,Request for admin privileges,User requests temporary admin access to install software.,Closed,Conor,2025-04-09T21:04:19.048691,Software,High
TKT-0468,Unable to access intranet,User reports they cannot access the internal bank portal.,Closed,Paul,2025-04-09T21:04:19.051703,Software Issue,High
TKT-0469,Unable to access intranet,User reports they cannot access the internal bank portal.,Closed,Bob,2025-04-09T21:04:19.054695,Security,Low
TKT-0470,Outlook not syncing emails,Emails are not syncing across desktop and mobile devices.,Closed,Charlie,2025-04-09T21:04:19.058415,Monitoring,Critical
TKT-0471,Blue screen error on startup,User encounters BSOD during startup with error 0x0000007B.,Closed,Charlie,2025-04-09T21:04:19.060947,Email,Medium
TKT-0472,New employee onboarding setup,New employee joining on Monday requires system setup.,Closed,Charlie,2025-04-09T21:04:19.064455,System Performance,Low
TKT-0473,Access request for finance folder,Need read-only access to finance folder for audit purposes.,Closed,Bob,2025-04-09T21:04:19.067467,Hardware,High
TKT-0474,Missing email from inbox,User cannot locate important client email in inbox.,Closed,Diana,2025-04-09T21:04:19.070470,Security,Low
TKT-0475,Two-factor authentication setup,Help needed to configure 2FA for remote login.,Closed,Conor,2025-04-09T21:04:19.074466,Access Management,High
TKT-0476,Account locked after failed attempts,User account locked due to multiple failed login attempts.,Closed,Conor,2025-04-09T21:04:19.076984,System Performance,Low
TKT-0477,Laptop overheating frequently,Laptop CPU temperatures exceed 90°C while idle.,Closed,Vivek,2025-04-09T21:04:19.081017,Hardware,High
TKT-0478,Missing email from inbox,User cannot locate important client email in inbox.,Closed,Charlie,2025-04-09T21:04:19.083017,Network Issue,Low
TKT-0479,Outlook not syncing emails,Emails are not syncing across desktop and mobile devices.,Closed,Bob,2025-04-09T21:04:19.086534,Email,Low
TKT-0480,Request for admin privileges,User requests temporary admin access to install software.,Closed,Alice,2025-04-09T21:04:19.089534,Software Issue,Low
TKT-0481,Mouse and keyboard unresponsive,Mouse and keyboard are not responding after reboot.,Closed,Eric,2025-04-09T21:04:19.092536,System Performance,Medium
TKT-0482,Outlook not syncing emails,Emails are not syncing across desktop and mobile devices.,Closed,Vivek,2025-04-09T21:04:19.095056,System Performance,Medium
TKT-0483,Software update failure,Update failed with error code 0x800f0831 on several machines.,Closed,Bob,2025-04-09T21:04:19.097054,User Support,High
TKT-0484,Access request for finance folder,Need read-only access to finance folder for audit purposes.,Closed,Alice,2025-04-09T21:04:19.100573,Network Issue,Low
TKT-0485,Password reset required,User forgot their password and is locked out of their account.,Closed,Diana,2025-04-09T21:04:19.102572,Printing,Low
TKT-0486,Printer not working on 3rd floor,Printer on 3rd floor throws paper jam error frequently.,Closed,Conor,2025-04-09T21:04:19.105715,Hardware,Medium
TKT-0487,Software update failure,Update failed with error code 0x800f0831 on several machines.,Closed,Conor,2025-04-09T21:04:19.108801,User Support,Low
TKT-0488,Two-factor authentication setup,Help needed to configure 2FA for remote login.,Closed,Bob,2025-04-09T21:04:19.111790,System Performance,Critical
TKT-0489,Two-factor authentication setup,Help needed to configure 2FA for remote login.,Closed,Bob,2025-04-09T21:04:19.113776,Software,Critical
TKT-0490,Cannot connect to shared drive,Shared drive not visible under network locations.,Closed,Paul,2025-04-09T21:04:19.116288,User Support,Medium
TKT-0491,Software update failure,Update failed with error code 0x800f0831 on several machines.,Closed,Diana,2025-04-09T21:04:19.119811,Software Issue,Medium
TKT-0492,Two-factor authentication setup,Help needed to configure 2FA for remote login.,Closed,Alice,2025-04-09T21:04:19.121824,Email,Critical
TKT-0493,Request for admin privileges,User requests temporary admin access to install software.,Closed,Paul,2025-04-09T21:04:19.125335,Hardware,High
TKT-0494,Access request for finance folder,Need read-only access to finance folder for audit purposes.,Closed,Diana,2025-04-09T21:04:19.127341,Security,Low
TKT-0495,Install antivirus software,Antivirus software missing on workstation.,Closed,Eric,2025-04-09T21:04:19.130858,User Support,Medium
TKT-0496,VPN connection timeout,VPN disconnects after 5 minutes of use.,Closed,Paul,2025-04-09T21:04:19.132857,System Performance,High
TKT-0497,Laptop overheating frequently,Laptop CPU temperatures exceed 90°C while idle.,Closed,Bob,2025-04-09T21:04:19.137044,System Performance,Low
TKT-0498,Two-factor authentication setup,Help needed to configure 2FA for remote login.,Closed,Fernando,2025-04-09T21:04:19.140559,System Performance,Critical
TKT-0499,Monitor not detecting input,Monitor screen remains black despite power supply.,Closed,Paul,2025-04-09T21:04:19.143569,Printing,Low
TKT-0500,File recovery request,Need help recovering accidentally deleted financial files.,Closed,Vivek,2025-04-09T21:04:19.147086,Monitoring,High
